newLemmaId,title,name,tags,description,别名,饰演,外貌,生日,魔杖,性别,性格特点,isa,url,resource_video,resource_picture,resource_QA,妻子,丈夫,兄弟,姐妹,父亲,朋友,学生,老师,仇人,主人,宠物
799457,哈利·波特,哈利·波特,伏地魔，格兰芬多学院，邓布利多，赫敏，罗恩,因只有呆在有母族血缘的身边，血缘魔法才能生效，所以被麻瓜弗农·德思礼姨夫与佩妮·德思礼（原名佩妮·伊万斯）姨妈收养，就读于霍格沃茨魔法学校格兰芬多学院，魔杖长11英寸，冬青木，杖芯是凤凰福克斯的尾羽，曾两次在阿瓦达索命咒下依然存活的人，被称为“大难不死的男孩”（The boy who lived）。在1998年5月2日前是一个蛇佬腔（会说蛇语，能与蛇交流），5月2日伏地魔的杀戮咒击中哈利，摧毁了伏地魔附在哈利体内的灵魂碎片。头衔有三强争霸赛勇士、格兰芬多找球手、格兰芬多球队队长、邓布利多军领导人、死神的主人、S.P.E.W.秘书、傲罗。,"[大难不死的男孩、救世之星、得分队长,-1,]","[""丹尼尔·雷德克里夫"",""-1"",""""]","[""哈利有一双明亮的绿眼睛，漆黑而乱蓬蓬的黑色头发（后脑上总有几绺不服帖的头发翘起来），额头上有一道细长的闪电形伤疤。这道伤疤也成为人们一直热议的话题，也是他的一个特征"",""-1"",""""]","[""1980/7/31"",""-1"",""""]",,"[""男"",""-1"",""""]","[""在对入学新生进行分院评估时，分院帽说，非常难决定把哈利分到哪一个学院，说哈利很有勇气，心地不坏；有天分，也有急于证明自己的强烈愿望。他同时具有两个学院的品质，格兰芬多和斯莱特林都有想要证明自己的欲望，由于伏地魔灵魂碎片，他具有斯莱特林所看重的才能。但哈利坚持不去斯莱特林，分院帽便让他去了格兰芬多。"",""-1"",""""]","[""格兰芬多"",""magic world_C18"",""""]",https://baike.baidu.com/item/%E5%93%88%E5%88%A9%C2%B7%E6%B3%A2%E7%89%B9/799457?fr=aladdin,./resource/video/哈利波特.mp4,./resource/picture/哈利波特.jpg,"[[""他的额头上那一道闪电形伤疤是因为什么留下的？"",""他尚在襁褓时被伏地魔企图谋杀，由于母亲牺牲自己施法保护使得伏地魔咒语反弹，他成为历史上唯一在索命咒下生还的人，并留下了那一道伤疤。"",""""][""在最后一部中，哈利与伏地魔在哪里相遇，最终倒在伏地魔先抢到手的一件致命的圣器之下。"",""在魔法学校的禁林中。"",""""]]","[""金妮·韦斯莱"",""6335292"",""""]",,,,,"[""赫敏·格兰杰"",""1176329"",""""]",,"[""邓布利多"",""5709387"",""""]","[""伏地魔"",""1127381"",""""]",,
1493786,格雷戈里·高尔,高尔,哈利·波特，克拉布，德拉科·马尔福，斯莱特林,小说、电影《哈利·波特》中的角色。他1980年出生，就读于斯莱特林学院，他的父亲是食死徒，和文森特·克拉布一起跟随德拉科·马尔福。,,,"[""他头发短而硬，块头巨大，手臂像猩猩一样长，智力迟钝"",""-1"",""""]","[""1980年"",""-1"",""""]",,"[""男"",""-1"",""""]",,"[""斯莱特林"",""magic world_C20"",""""]",https://baike.baidu.com/item/%E6%A0%BC%E9%9B%B7%E6%88%88%E9%87%8C%C2%B7%E9%AB%98%E5%B0%94/1493786?fr=aladdin,,./resource/picture/麦格.jpg,"[""高尔怎么死的？"",""在《哈利·波特与死亡圣器（下）》中在有求必应屋与马尔福一起对决哈利一行人时意外释放出厉火，在逃生时不慎坠入厉火中被活活烧死。"",""""]",,,,,,"[""马尔福"",""3861538"",""""]",,"[""斯内普"",""1850355"",""""]",,,
19520959,闪闪 ,闪闪,哈利·波特，克劳奇，霍格沃茨魔法学校，精灵,闪闪（Winky）是《哈利·波特》 （J.K.罗琳创作魔幻系列小说）中的家养小精灵。原先为巴蒂·克劳奇家族服务，被解雇后前往霍格沃茨魔法学校工作。,,,,,,"[""女"",""-1"",""""]","[""善良，可怜"",""-1"",""""]","[""精灵"",""magic world_C12"",""""]",https://baike.baidu.com/item/%E9%97%AA%E9%97%AA/19520959?fr=aladdin,,./resource/picture/闪闪.jpg,"[""为什么闪闪会被解雇？"",""由于闪闪没有看好小巴蒂·克劳奇，违抗了主人的命令。"",""""]",,,,,,,,,,,
6335292,金妮·韦斯莱,金妮·韦斯莱,哈利·波特，哈利·波特，罗恩，亚瑟·韦斯莱,金妮·韦斯莱(Ginny Weasley)，全名为金妮芙拉·莫丽·韦斯莱·波特(Ginevra Molly Weasley Potter)，是英国女作家J.K.罗琳魔幻系列小说《哈利·波特》系列小说中的人物，出生于1981年8月11日，是由邦妮·凯瑟琳·赖特饰演。,,"[""邦妮·凯瑟琳·赖特"",""-1"",""""]","[""眼睛：亮棕色，头发：红棕色，浓密的长发"",""-1"",""""]","[""1981/8/11"",""-1"",""""]","[""魔杖很简洁，魔杖手柄与后面秋·张的花纹少许相似。"",""-1"",""""]","[""女"",""-1"",""""]",,"[""格兰芬多"",""magic world_C18"",""""]",https://baike.baidu.com/item/%E9%87%91%E5%A6%AE%C2%B7%E9%9F%A6%E6%96%AF%E8%8E%B1/6335292?fromtitle=%E9%87%91%E5%A6%AE&fromid=820723&fr=aladdin,,./resource/picture/金妮·韦斯莱.jpg,"[""金妮在哪场战役中救护罗恩时被食死徒击昏？"",""神秘事务司之战"",""""]",,"[""哈利·波特"",""799457"",""""]","[""罗恩·韦斯莱"",""5019332"",""""]",,"[""亚瑟"",""7495305"",""""]","[""赫敏·格兰杰"",""1176329"",""""]",,"[""麦格"",""1921304"",""""]","[""伏地魔"",""1127381"",""""]",,
5709387,阿不思·邓布利多,邓布利多,哈利·波特，霍格沃兹，米勒娃·麦格,"小说《哈利·波特》系列的主要人物，1881年出生于英国沃土原-戈德里克山谷，于1892-1899年就读于霍格沃茨魔法学校格兰芬多学院，专长变形术、黑魔法防御术。1899年暑假，与盖勒特·格林德沃结识并发展为恋人关系（后二人分道扬镳）。邓布利多懂得人鱼语、妖精语。著名的成就有发现火龙血的十二种用途，喜好室内乐及石柱滚木球戏, 与尼可·勒梅在炼金术方面卓有成效，1945年击败黑巫师盖勒特·格林德沃，指导哈利波特击败伏地魔等。是一位令伏地魔感到畏惧的巫师。",,"[""理查德·哈里斯(哈利波特1、2部)；迈克尔·甘本(哈利波特3-7部)；托比·瑞格波(哈利波特7部【上】，青年时期) ；裘德·洛(神奇动物在哪里2，中年时期)"",""-1"",""""]","[""头发：年轻时是赤褐色的（密室第17章 ，年迈是银白色的，齐腰长（魔法石第1、7章），眼睛：戴着半月形眼镜，蓝色的（魔法石第1章） ，通常是闪烁着的，似乎能够把人看透，鼻子：扭曲的鼻子（被其弟弟阿不福思·邓布利多打断），手臂：手指修长（在《混血王子》当中右手是焦黑色）说话时经常把十个指尖对在一起，左膝盖上有疤痕，是一副完整的伦敦地铁图，声音：洪亮，当每次让同学们骚动不安时，洪亮的“Attention！”一下震住了所有人，胡须：长长的银白色胡须（年老） ，体型：又高又瘦，巫师气质突出"",""-1"",""""]","[""1881年7月"",""-1"",""""]","[""接骨木魔杖（又名老魔杖，死亡圣器之一）"",""-1"",""""]","[""男"",""-1"",""""]","[""独具天赋、仁慈、温和、拥有绝佳洞察力、睿智"",""-1"",""""]","[""格兰芬多"",""magic world_C18"",""""]",https://baike.baidu.com/item/%E9%98%BF%E4%B8%8D%E6%80%9D%C2%B7%E9%82%93%E5%B8%83%E5%88%A9%E5%A4%9A/5709387?fromtitle=%E9%82%93%E5%B8%83%E5%88%A9%E5%A4%9A&fromid=538526&fr=aladdin,./resource/video/邓布利多.mp4,./resource/picture/邓布利多.jpg,"[""邓布利多在销毁魂器的过程中为什么遭受了致命的黑魔法的诅咒？"",""因戴上马沃罗·冈特的戒指"",""""]",,,,,,"[""斯内普"",""1850355"",""""]","[""哈利·波特"",""799457"",""""]",,"[""伏地魔"",""1127381"",""""]",,"[""福克斯"",""8509372"",""""]"
1176329,赫敏·格兰杰,赫敏·格兰杰,哈利·波特，罗恩·韦斯莱,小说《哈利·波特》系列主角之一，生于1979年9月19日，出身于一个普通中产阶级家庭。,"[问题多小姐，十全十美小姐，赫—米—恩，万事通，赫米,-1,]","[""艾玛·沃特森"",""-1"",""""]","[""头发棕色，并且非常浓密蓬乱（只有用魔法才能使其柔顺），炯炯有神的褐色眼睛、大门牙）"",""-1"",""""]","[""1979/9/19"",""-1"",""""]","[""曼藤木杖身，杖芯为龙心弦，长度10.75英寸。"",""-1"",""""]","[""女"",""-1"",""""]","[""拥有聪明的头脑，遇事冷静，喜欢读书。最重要的是，她有一颗善良、乐于助人的心灵"",""-1"",""""]","[""格兰芬多"",""magic world_C18"",""""]",https://baike.baidu.com/item/%E8%B5%AB%E6%95%8F%C2%B7%E6%A0%BC%E5%85%B0%E6%9D%B0/1176329?fr=aladdin,./resource/video/赫敏·格兰杰.mp4,./resource/picture/赫敏·格兰杰.jpg,"[[""赫敏喝下了什么扮成贝拉特里克斯？"",""复方汤剂"",""""][""她为什么在求学生涯开始不久就获得了“格兰芬多万事通”的绰号？"",""到霍格沃茨不久就成为全年级最聪明的学生，并且在第一次期末考试就考了全年级第一。她不仅知道每个问题的答案，还记得读过的每本书的内容，并乐于将自己的知识告诉别人。"",""""]]",,"[""罗恩·韦斯莱"",""5019332"",""""]",,,,"[""哈利·波特"",""799457"",""""]",,"[""麦格"",""1921304"",""""]","[""伏地魔"",""1127381"",""""]",,
5450399,贝拉特里克斯·莱斯特兰奇,贝拉特里克斯,哈利·波特，伏地魔，食死徒,英国魔幻小说《哈利波特》中的反派人物。是为数不多的已知的女食死徒之一，也是伏地魔的众多追随者中最危险也是最残暴的人。她对伏地魔有一种仰慕式的迷恋，但因出生在古老而高贵的纯血家族布莱克（Black），按照父母的意愿嫁给了莱斯特兰奇（Lestrange）家族的长子罗道夫斯，一个她并不怎么了解的男人。伏地魔失势后，同罗道夫斯·莱斯特兰奇及拉巴斯坦·莱斯特兰奇兄弟和小巴蒂·克劳奇使用钻心咒追问艾丽丝及弗兰克·隆巴顿二人关于伏地魔的下落，导致二人精神损伤，因此被威森加摩判处阿兹卡班终身监禁（于1995年越狱，之后继续效忠于伏地魔），她最终在霍格沃茨保卫战中，由于轻敌与大意被愤怒的莫丽·韦斯莱杀死。,,"[""海伦娜·伯翰·卡特"",""-1"",""""]","[""曾经有着光滑乌黑的头发和有神的眼睛，但阿兹卡班留给她的是憔悴的面庞和疯狂的眼神。是个皮肤很黑，宽下巴，厚眼皮的高个女人。"",""-1"",""""]","[""1951.12.19"",""-1"",""""]",,"[""女"",""-1"",""""]","[""贝拉特里克斯有着虐待狂的天性：她极度喜欢使用不可饶恕咒，特别是对人拷打的时候喜欢使用钻心咒。对于纯血主义是如此狂热。"",""-1"",""""]","[""食死徒"",""magic world_C15"",""""]",https://baike.baidu.com/item/%E8%B4%9D%E6%8B%89%E7%89%B9%E9%87%8C%E5%85%8B%E6%96%AF%C2%B7%E8%8E%B1%E6%96%AF%E7%89%B9%E5%85%B0%E5%A5%87/5450399?fromtitle=%E8%B4%9D%E6%8B%89%E7%89%B9%E9%87%8C%E5%85%8B%E6%96%AF&fromid=6371771&fr=aladdin,,./resource/picture/贝拉特里克斯.jpg,"[""贝拉特里克斯有着怎样的天性？"",""她极度喜欢使用不可饶恕咒，特别是对人拷打的时候喜欢使用钻心咒。"",""""]",,,"[""小天狼星"",""516676"",""""]",,,"[""卢修斯·马尔福"",""82441"",""""]",,,,"[""伏地魔"",""1127381"",""""]",
6124466,莱姆斯·约翰·卢平,莱姆斯·卢平,哈利·波特，凤凰社，霍格沃兹,J.K.罗琳的小说《哈利·波特》中的正派人物。是哈利三年级的黑魔法防御术老师，教会哈利使用守护神魔咒，凤凰社成员。在他的好友中被称为月亮脸（Moony）,"[被“掠夺者”称为月亮脸,-1,]","[""大卫·休里斯"",""-1"",""""]","[""莱姆斯通常会被认为“腹黑”（即外表纯良，内心奸诈）。尽管他还很年轻，但已过早的显现皱纹，头发花白，衣着褴褛。由于是个狼人，他找不到有报酬的工作，所以连买件像样衣服的钱都没有。他破旧的袍子上满是补丁，他仅有的东西也是饱经风霜的样子。通常他看上去很憔悴、苍白、疲倦，另一方面也是由于他的变身。"",""-1"",""""]","[""1960/3/10"",""-1"",""""]",,"[""男"",""-1"",""""]","[""卢平是个从容干练、和善、能干、特别聪明的巫师。卢平在霍格沃茨上学的时候是个调皮淘气的孩子（但通常被人低估），即使他是掠夺者中最沉静的一个。作为凤凰社举足轻重的人物之一，卢平无疑很有能力。他也很忠诚、勤奋、很有自我牺牲的精神，但他很谦虚。"",""-1"",""""]","[""狼人"",""magic world_C14"",""""]",https://baike.baidu.com/item/%E8%8E%B1%E5%A7%86%E6%96%AF%C2%B7%E7%BA%A6%E7%BF%B0%C2%B7%E5%8D%A2%E5%B9%B3/6124466?fromtitle=%E5%8D%A2%E5%B9%B3&fromid=3456813&fr=aladdin,,./resource/picture/莱姆斯·卢平.jpg,"[""莱姆斯忘记喝狼毒药剂以至于在月光下变成了什么？"",""狼人 "",""""]",,,,,,"[""邓布利多"",""5709387"",""""]",,,"[""伏地魔"",""1127381"",""""]",,
2119162,芙蓉·德拉库尔,芙蓉·德拉库尔,哈利·波特，媚娃，罗恩·韦斯莱,英国作家J.K.罗琳作品《哈利·波特》系列小说中的人物。拥有四分之一媚娃血统，遗传了祖母的媚娃血统，容貌十分美丽，有着齐腰长的银色头发和闪着银光的碧眼。但同时又很高傲。有一个妹妹加布丽。比尔·韦斯莱的妻子，与比尔有两女一子。毕业于法国布斯巴顿魔法学校。扮演者为克蕾曼丝·波西。,,"[""克蕾曼丝·波西"",""-1"",""""]","[""湛蓝色的眼睛、长长的瀑布似的银亮头发、非常整齐洁白的牙齿。喉音“沙哑”。说英语时带着一点法语口音。"",""-1"",""""]",,"[""槭木材料、媚娃头发（她祖母的头发），九又二分之一英寸长，弹性很好。"",""-1"",""""]","[""女"",""-1"",""""]","[""高傲聪明"",""-1"",""""]","[""布斯巴顿"",""magic world_C7"",""""]",https://baike.baidu.com/item/%E8%8A%99%E8%93%89%C2%B7%E5%BE%B7%E6%8B%89%E5%BA%93%E5%B0%94/2119162?fr=aladdin,,./resource/picture/芙蓉·德拉库尔.jpg,"[""芙蓉为什么不喜欢霍格沃兹城堡？"",""她嫌它寒冷黑暗装潢过时、食物味道过重、当然对邓布利多校长允许一个“小男孩”参加三强争霸赛的决定也有意见。"",""""]",,,,,,"[""罗恩·韦斯莱"",""5019332"",""""]",,"[""马克西姆"",""6273525"",""""]",,,
5019332,罗恩·韦斯莱,罗恩·韦斯莱,哈利·波特，赫敏·格兰杰，金妮·韦斯莱,英国女作家J.K.罗琳著名魔幻小说《哈利·波特》系列中的男二号，出生于1980年3月1日，为霍格沃茨魔法学校的学生。他是哈利·波特的好友之一，另一名好友是赫敏·格兰杰，并且最终和赫敏·格兰杰结婚并育有两个孩子，分别是罗丝·韦斯莱及雨果·韦斯莱。曾担任傲罗，后担任韦斯莱魔法把戏坊店长，其父亲为曾在魔法部担任禁止滥用麻瓜物品司司长的亚瑟·韦斯莱。,"[罗恩·韦斯莱/罗尼/罗恩(哈利，赫敏，家人称呼)/罗罗(拉文德称呼)/罗恩舅舅（哈利子女称呼),-1,]","[""鲁伯特·格林特"",""-1"",""""]","[""拥有一头火焰般的红发。眼睛为蓝色。"",""-1"",""""]","[""1980/3/1"",""-1"",""""]","[""旧魔杖：查理用过得有点破损的旧魔杖，里面的独角兽毛能从末端露出来。在第二部中打人柳处几乎被折断，后来不得不用魔法胶修补，导致自己在气愤之下诅咒马尔福时反弹，吐鼻涕虫。最后还导致吉德罗·洛哈特在密室使用遗忘咒时反弹令其失忆并彻底损坏。新魔杖：十四英寸，柳木，独角兽毛。从第三部开始，罗恩开始使用此魔杖。栗木魔杖：在第7部中，自己魔杖被夺后又从马尔福家夺来，是小矮星彼得的魔杖。"",""-1"",""""]","[""男"",""-1"",""""]","[""大马虎，聪明机智，乐于助人"",""-1"",""""]","[""格兰芬多"",""magic world_C18"",""""]",https://baike.baidu.com/item/%E7%BD%97%E6%81%A9%C2%B7%E9%9F%A6%E6%96%AF%E8%8E%B1/5019332?fr=aladdin,./resource/video/罗恩·韦斯莱.mp4,./resource/picture/罗恩·韦斯莱.jpg,"[""他为了防止自己加入魂器寻找之旅被食死徒发现，做了什么事？"",""他改造了家中阁楼的一只食尸鬼并让它住在罗恩自己的房间，看起来像自己生了严重的传染病散花痘而无法出门。"",""""]","[""赫敏·格兰杰"",""1176329"",""""]",,"[""珀西"",""335695"",""""]","[""金妮·韦斯莱"",""6335292"",""""]","[""亚瑟"",""7495305"",""""]","[""哈利·波特"",""799457"",""""]",,"[""麦格"",""1921304"",""""]","[""伏地魔"",""1127381"",""""]",,
10580365,纳威·隆巴顿,纳威·隆巴顿,哈利·波特，霍格沃兹,纳威·隆巴顿是《哈利·波特》主要人物之一。纳威在魔法和学习上都没什么天分（草药课除外）。他还特别健忘，有一次他收到奶奶邮寄过来的记忆球，记忆球显示他忘了一些事，但他却想不起来自己忘记了什么。 在年幼就遭逢不幸，他的父母都是傲罗，同时也都是凤凰社成员。在伏地魔刚刚倒台不久他们不幸被食死徒绑架（那时纳威仅仅只有1岁），并且被贝拉特里克斯·莱斯特兰奇用钻心咒折磨致疯，15年来一直被安顿在圣芒戈魔法伤病医院。第二次巫师战争中，纳威作为D.A.的负责人（原负责人哈利·波特已经逃亡校外），在霍格沃茨魔法学校进行地下工作抵抗食死徒。在霍格沃茨保卫战中表现英勇并用格兰芬多宝剑斩杀伏地魔的魂器之一，大蛇纳吉尼。最后成为霍格沃茨草药学教师。,,"[""马修·路易斯"",""-1"",""""]",,"[""1980/7/30"",""-1"",""""]",,"[""男"",""-1"",""""]","[""尽管反应迟钝，但内心刚强，随着他逐渐长大这一点也越发明显。他似乎不太符合格兰芬多人一贯的勇敢无畏的形象。但是纳威有着他自己勇敢的一面，他曾坚守自己的立场，勇敢地抵抗斯莱特林的恶势力。西弗勒斯·斯内普总是对他无情地嘲讽，他不顾其辱骂顽强地坚持修完他的课程，曾与克拉布和高尔搏斗，虽然明知不是他两人的对手。这就是他勇敢内在的标志。"",""-1"",""""]","[""格兰芬多"",""magic world_C18"",""""]",https://baike.baidu.com/item/%E7%BA%B3%E5%A8%81%C2%B7%E9%9A%86%E5%B7%B4%E9%A1%BF/10580365?fr=aladdin,,./resource/picture/纳威·隆巴顿.jpg,"[""纳威为什么会容易忘事？"",""是因为奶奶怕纳威被父母被贝拉特里克斯折磨的记忆折磨，于是为他施放了一个一忘皆空，导致他的记忆受到损害。"",""""]","[""卢娜"",""7495036"",""""]",,,,,"[""哈利·波特"",""799457"",""""]",,"[""麦格"",""1921304"",""""]","[""伏地魔"",""1127381"",""""]",,
2115762,多比,多比,哈利·波特，马尔福,多比(Dobby)是《哈利·波特》小说系列和电影系列中的家养小精灵，通常被巫师当作奴隶的神奇生物。他原是马尔福家族的家仆，并经常受到主人的恐吓威胁、羞辱责骂。,,,"[""他很矮，有着蝙蝠一样的耳朵，细长的鼻子，突出的绿眼睛有网球那么大。"",""-1"",""""]",,,,"[""懂得辨认是非，忠诚，生性善良"",""-1"",""""]","[""精灵"",""magic world_C12"",""""]",https://baike.baidu.com/item/%E5%A4%9A%E6%AF%94/2115762,,./resource/picture/多比.jpg,"[""开学前,多比为什么要阻止哈利波特去霍格沃兹？"",""因为多比知道斯莱特林的密室在这学期要被打开了，他为了不让哈利波特受伤，所以他来警告哈利波特"",""""]",,,,,,"[""哈利·波特"",""799457"",""""]",,,,"[""卢修斯·马尔福"",""82441"",""""]",
1624081,塞德里克·迪戈里,塞德里克,赫奇帕奇，哈利·波特,"塞德里克·迪戈里（1977~1995），是英国作家J.K.罗琳笔下系列小说《哈利波特》中来自霍格沃兹赫奇帕奇学院的一位学生，他比哈利高两个年级，但是比哈利大三岁（他17岁时，六年级，哈利14岁,四年级）是一个充满理智、具有才华、有着优雅的风度的男孩。人们称赞他有着“人们对于霍格沃茨的学生期望中的一切。”",,"[""罗伯特·帕丁森"",""-1"",""""]","[""身材修长，样貌英俊"",""-1"",""""]","[""1977年"",""-1"",""""]","[""十二又四分之一英寸长，芯是独角兽的尾毛，白蜡木"",""-1"",""""]","[""男"",""-1"",""""]","[""优秀、执拗且富有正义感"",""-1"",""""]","[""赫奇帕奇"",""magic world_C21"",""""]",https://baike.baidu.com/item/%E5%A1%9E%E5%BE%B7%E9%87%8C%E5%85%8B%C2%B7%E8%BF%AA%E6%88%88%E9%87%8C/1624081?fromtitle=%E5%A1%9E%E5%BE%B7%E9%87%8C%E5%85%8B&fromid=1742565,,./resource/picture/塞德里克.jpg,"[""赛德里奇死后，人们对他的评价怎么样？"",""邓布利多在学期末的离校宴会上深表对塞德里克的哀悼之意“塞德里克充分体现了赫奇帕奇学院所特有的品质，是值得大家学习的楷模。”“他是一位善良、忠诚的朋友，他崇尚公平竞争，他的死使大家受到了震撼，无论认识他与否。”“请永远记住塞德里克，当你们不得不在正道和捷径之间作出选择时，请不要忘记一个正直、善良、勇敢的男孩所遭遇到的。”"",""""]",,,,,,"[""秋张"",""1742092"",""""]",,"[""邓布利多"",""5709387"",""""]","[""伏地魔"",""1127381"",""""]",,
6273525,奥利姆·马克西姆,马克西姆,海格，邓布利多,奥利姆·马克西姆是小说《哈利·波特与火焰杯》（《Harry Potter and the Goblet of Fire》）中的人物，出现在英国女作家J.K.罗琳创作的哈利·波特系列小说的第4部。,,"[""弗兰斯·德拉杜赫"",""-1"",""""]","[""她是个混血巨人，所以她是哈利见过的体形最庞大的人（当然除了海格）。她看上去跟海格差不多一样高。"",""-1"",""""]",,,"[""女"",""-1"",""""]","[""尽管她体形庞大，但举止优雅。随和，受人尊敬。"",""-1"",""""]","[""布斯巴顿"",""magic world_C7"",""""]",https://baike.baidu.com/item/%E5%A5%A5%E5%88%A9%E5%A7%86%C2%B7%E9%A9%AC%E5%85%8B%E8%A5%BF%E5%A7%86/6273525?fr=aladdin,,./resource/picture/马克西姆.jpg,"[""梅格为了取悦她，都做了些什么事情？"",""他把自己头发弄的像摊泥，穿上他最不合身的衣服，甚至在保密阶段就告诉她三强争霸赛的第一个项目是火龙。"",""""]",,,,,,"[""海格"",""5842586"",""""]",,,,,
1191359,威克多尔·克鲁姆,克鲁姆,赫敏，卡卡洛夫,威克多尔·克鲁姆（Viktor Krum），小说《哈利·波特》中的一个人物，由演员斯坦尼斯拉夫·伊万奈斯奇饰演，德姆斯特朗魔法学院学生，三强争霸赛勇士之一，保加利亚国家魁地奇球队找球手。,"[找球手,-1,]","[""斯坦尼斯拉夫·伊万奈斯奇"",""-1"",""""]","[""克鲁姆是著名的魁地奇明星，本身外貌很一般并且有点罗圈腿之类的。"",""-1"",""""]","[""1976"",""-1"",""""]","[""魔杖长10.25英寸，鹅耳枥木制成，芯是龙的心脏腱索"",""-1"",""""]","[""男"",""-1"",""""]","[""从最初的阴郁、甚至有些木纳，慢慢变得可爱起来，甚至还有些害羞敏感，最后我们更是得以见证他极富正义感的一面。"",""-1"",""""]","[""德姆斯特朗"",""magic world_C8"",""""]",https://baike.baidu.com/item/%E5%A8%81%E5%85%8B%E5%A4%9A%E5%B0%94%C2%B7%E5%85%8B%E9%B2%81%E5%A7%86/1191359?fr=aladdin,,./resource/picture/克鲁姆.jpg,"[""作为三强争霸赛勇士，他前两轮分数不敌塞德里克和哈利屈居第三，最后一轮为什么袭击了迪戈里？"",""被假穆迪用黑魔法控制。"",""""]",,,,,,"[""赫敏·格兰杰"",""1176329"",""""]",,"[""卡卡洛夫"",""8250555"",""""]",,,
516676,小天狼星布莱克,小天狼星,哈利波特，卢平,小天狼星·布莱克是英国作家J.K.罗琳所著《哈利·波特》中的人物，是哈利的教父，是哈利父亲詹姆·波特的好友，与莱姆斯·卢平、詹姆·波特、彼得·佩迪鲁四人组成小团体“掠夺者”，凤凰社的成员之一。,"[大脚板,-1,]","[""加里·奥德曼"",""-1"",""""]","[""非常英俊，发色为黑色，深灰色眼睛，身材高大，但自从进入阿兹卡班后就日益憔悴，变得很清瘦。"",""-1"",""""]","[""1959.11"",""-1"",""""]","[""橡木、12英寸长、凤凰尾羽"",""-1"",""""]","[""男"",""-1"",""""]","[""桀骜不驯，忠诚勇敢"",""-1"",""""]","[""格兰芬多"",""magic world_C18"",""""]",https://baike.baidu.com/item/%E5%B0%8F%E5%A4%A9%E7%8B%BC%E6%98%9F%E5%B8%83%E8%8E%B1%E5%85%8B/516676?fromtitle=%E5%B0%8F%E5%A4%A9%E7%8B%BC%E6%98%9F&fromid=399768&fr=aladdin,,./resource/picture/小天狼星.jpg,"[""小天狼星怎么死的"",""在决斗中，小天狼星·布莱克嘲笑讽刺他的堂姐贝拉特里克斯·莱斯特兰奇，疏忽间被她的咒语击中，跌进了阴阳分隔的帷幔，离开了这个世界。"",""""]",,,,"[""贝拉特里克斯"",""5450399"",""""]",,"[""莱姆斯·卢平"",""6124466"",""""]",,,"[""伏地魔"",""1127381"",""""]",,"[""克利切"",""1884241"",""""]"
5027290,小矮星彼得,小矮星彼得,韦斯莱，伏地魔,小矮星彼得是英国作家J.K.罗琳的魔幻小说《哈利·波特》系列中的人物。外号虫尾巴，毕业于格兰芬多，之后成为伏地魔的属下，食死徒之一。,"[虫尾巴,-1,]","[""蒂莫西·斯波"",""-1"",""""]","[""水汪汪的小眼睛，头发少，暗淡无光泽，蓬乱有小块的秃顶。"",""-1"",""""]","[""1959"",""-1"",""""]","[""栗木，龙的神经，九又四分之一英寸，质地坚脆"",""-1"",""""]","[""男"",""-1"",""""]","[""胆小阴险，猥琐"",""-1"",""""]","[""食死徒"",""magic world_C15"",""""]",https://baike.baidu.com/item/%E5%B0%8F%E7%9F%AE%E6%98%9F%E5%BD%BC%E5%BE%97/5027290?fr=aladdin,,./resource/picture/小矮星彼得.jpg,"[""矮星彼得知道小天狼星会指出他出卖了波特一家，所以彼得制定了一个什么计划。"",""当布莱克把他困在一个拥挤的街角时，彼得用魔杖制造了一场爆炸，断掉自己的一根右手指并且消失了。小天狼星以背叛波特一家，杀害小矮星彼得和麻瓜旁观者的罪名被捕。小矮星彼得作为死者得到了一枚勋章。"",""""]",,,,,,,,,,"[""伏地魔"",""1127381"",""""]",
2011700,康奈利·奥斯瓦尔德·福吉,福吉,邓布利多,康奈利·奥斯瓦尔德·福吉（Cornelius Oswald Fudge），是小说《哈利·波特》系列中魔法部的部长。他来自一个巫师家庭，总是给人留下慷慨大方的印象。,"[康尼留斯·夫子,-1,]","[""Robert Hardy"",""-1"",""""]","[""细条纹的西服，鲜红色的领带，黑色的长斗篷，紫色的尖头靴，暗绿色的礼帽；深绿色的外套，细条纹长袍"",""-1"",""""]",,,"[""男"",""-1"",""""]","[""他有几分软弱，喜欢钱，迷恋地位和权力。"",""-1"",""""]","[""部长"",""magic world_C9"",""""]",https://baike.baidu.com/item/%E5%BA%B7%E5%A5%88%E5%88%A9%C2%B7%E7%A6%8F%E5%90%89/2011700?fr=aladdin,,./resource/picture/福吉.jpg,"[""巫师社会为什么会责怪福吉，并把他解职？"",""伏地魔恐吓福吉若魔法部稍有干涉，他将进行大规模的麻瓜屠杀。当遭到福吉的拒绝时食死徒毁坏一座大桥，杀死众多麻瓜，并释放了英国西南部的巨人，导致大量财物损失和人员伤亡。"",""""]",,,,,,"[""邓布利多"",""5709387"",""""]",,,,,
